http_code|time_total|size|elapsed_ms|rate_headers
200|0.208216|94940|328|
200|0.191472|94940|316|
200|0.199248|95003|328|
200|0.194258|94940|314|
200|0.835151|94940|962|
200|0.249084|95003|378|
200|0.207791|94940|327|
200|0.201905|95003|324|
200|0.221417|94940|338|
200|0.244445|94940|353|
