http_code|time_total|size|elapsed_ms|rate_headers
200|0.184848|94938|287|
200|0.188556|94940|304|
200|0.165500|94938|284|
200|0.169239|94940|276|
200|0.172819|94938|293|
200|0.182568|94938|299|
200|0.214770|94938|334|
200|0.188364|95003|309|
200|0.216374|95003|335|
200|0.186486|94940|309|
