http_code|time_total|size|elapsed_ms|rate_headers
200|0.224199|94940|324|
200|0.188952|94940|293|
200|0.181945|94940|291|
200|0.344620|94940|451|
200|0.255770|94940|377|
200|0.189636|94940|322|
200|0.255508|94940|368|
200|0.171878|94940|286|
200|0.189509|95003|307|
200|0.205077|95003|328|
