http_code|time_total|size|elapsed_ms|rate_headers
200|0.423436|94938|530|
200|0.177123|94939|289|
200|0.203641|95003|313|
200|0.281336|94938|391|
200|0.171330|95003|283|
200|0.188313|94939|305|
200|0.209667|94939|319|
200|0.163628|94939|271|
200|0.204824|94939|318|
200|0.191083|94939|301|
200|0.202387|95004|309|
200|0.257040|94939|366|
200|0.193141|94939|304|
200|0.233248|94939|342|
200|0.214383|94939|320|
