http_code|time_total|size|elapsed_ms|rate_headers
200|0.182508|95002|303|
200|0.176918|94939|281|
200|0.170471|95002|281|
200|0.160431|94937|269|
200|0.191451|94937|304|
200|0.211178|94937|318|
200|0.173480|94939|289|
200|1.506233|94937|1612|
200|0.908482|95002|1010|
200|0.263653|94937|361|
200|0.359530|94937|465|
200|0.925966|94940|1053|
200|0.850729|95002|955|
200|0.181770|94938|320|
200|0.207829|94940|311|
